count,wgs_lng,wgs_lat,time
1.0,109.15099007870208,23.76765861150575,2018-10-11-18-44-06
1.0,109.15174103915939,23.768910309550517,2018-10-11-18-44-06
1.0,109.13121670608263,23.770627685940095,2018-10-11-18-44-06
1.0,109.13271801669522,23.772630368624288,2018-10-11-18-44-06
1.0,109.15199104166537,23.774912483337456,2018-10-11-18-44-06
1.0,109.15023799608238,23.78616267897374,2018-10-11-18-44-06
1.0,109.15099007870208,23.76765861150575,2018-10-11-18-44-06
1.0,109.15174103915939,23.768910309550517,2018-10-11-18-44-06
1.0,109.15299273337538,23.769662777001564,2018-10-11-18-44-06
1.0,109.13121670608263,23.770627685940095,2018-10-11-18-44-06
1.0,109.1529926761832,23.77066306277578,2018-10-11-18-44-06
1.0,109.15549615173059,23.77166790899475,2018-10-11-18-44-06
1.0,109.13271801669522,23.772630368624288,2018-10-11-18-44-06
1.0,109.1610039835838,23.77442892425685,2018-10-11-18-44-06
1.0,109.15975213249952,23.77467665519164,2018-10-11-18-44-06
1.0,109.15199104166537,23.774912483337456,2018-10-11-18-44-06
1.0,109.15925134364547,23.77567601163609,2018-10-11-18-44-06
1.0,109.16125428072614,23.77567975650899,2018-10-11-18-44-06
1.0,109.16075351544737,23.77617896377225,2018-10-11-18-44-06
1.0,109.15975201822572,23.77667723705182,2018-10-11-18-44-06
1.0,109.15023799608238,23.78616267897374,2018-10-11-18-44-06
1.0,109.15099007870208,23.76765861150575,2018-10-11-18-44-06
1.0,109.15174103915939,23.768910309550517,2018-10-11-18-44-06
1.0,109.15299273337538,23.769662777001564,2018-10-11-18-44-06
1.0,109.1529926761832,23.77066306277578,2018-10-11-18-44-06
1.0,109.15549615173059,23.77166790899475,2018-10-11-18-44-06
1.0,109.16826482682752,23.773442325432224,2018-10-11-18-44-06
1.0,109.1610039835838,23.77442892425685,2018-10-11-18-44-06
1.0,109.15975213249952,23.77467665519164,2018-10-11-18-44-06
1.0,109.16250617146204,23.774931889557084,2018-10-11-18-44-06
1.0,109.16726324672464,23.77494086644006,2018-10-11-18-44-06
1.0,109.16776399396126,23.774941813100966,2018-10-11-18-44-06
1.0,109.16475948665747,23.775436281073414,2018-10-11-18-44-06
1.0,109.15925134364547,23.77567601163609,2018-10-11-18-44-06
1.0,109.16125428072614,23.77567975650899,2018-10-11-18-44-06
1.0,109.16325724103368,23.775683521141442,2018-10-11-18-44-06
1.0,109.16350761236411,23.775683992794626,2018-10-11-18-44-06
1.0,109.165260217718,23.775687299204076,2018-10-11-18-44-06
1.0,109.16901580504845,23.775944470008096,2018-10-11-18-44-06
1.0,109.16075351544737,23.77617896377225,2018-10-11-18-44-06
1.0,109.16901579078802,23.776194542825372,2018-10-11-18-44-06
1.0,109.15975201822572,23.77667723705182,2018-10-11-18-44-06
1.0,109.17026762913828,23.77669705300584,2018-10-11-18-44-06
1.0,109.15023799608238,23.78616267897374,2018-10-11-18-44-06
1.0,109.17427411653921,23.76720185854592,2018-10-11-18-44-06
1.0,109.15099007870208,23.76765861150575,2018-10-11-18-44-06
1.0,109.17953174181041,23.767961825922807,2018-10-11-18-44-06
1.0,109.15174103915939,23.768910309550517,2018-10-11-18-44-06
1.0,109.17953167066385,23.769212181176517,2018-10-11-18-44-06
1.0,109.1792812963395,23.7694617928191,2018-10-11-18-44-06
1.0,109.15299273337538,23.769662777001564,2018-10-11-18-44-06
1.0,109.17903092142733,23.7697114039526,2018-10-11-18-44-06
1.0,109.17777906696533,23.77045930928586,2018-10-11-18-44-06
1.0,109.1529926761832,23.77066306277578,2018-10-11-18-44-06
1.0,109.15549615173059,23.77166790899475,2018-10-11-18-44-06
1.0,109.17777896731874,23.772209811200494,2018-10-11-18-44-06
1.0,109.17627676225426,23.77245709619077,2018-10-11-18-44-06
1.0,109.16826482682752,23.773442325432224,2018-10-11-18-44-06
1.0,109.1790307079442,23.77346248035801,2018-10-11-18-44-06
1.0,109.17377300644739,23.773702779055117,2018-10-11-18-44-06
1.0,109.1610039835838,23.77442892425685,2018-10-11-18-44-06
1.0,109.17677738048603,23.774458604620104,2018-10-11-18-44-06
1.0,109.15975213249952,23.77467665519164,2018-10-11-18-44-06
1.0,109.17176997938512,23.774699303824136,2018-10-11-18-44-06
1.0,109.16250617146204,23.774931889557084,2018-10-11-18-44-06
1.0,109.16726324672464,23.77494086644006,2018-10-11-18-44-06
1.0,109.16776399396126,23.774941813100966,2018-10-11-18-44-06
1.0,109.17402330525036,23.774953610438505,2018-10-11-18-44-06
1.0,109.17202032296768,23.775199920383187,2018-10-11-18-44-06
1.0,109.17652697191096,23.775208357003997,2018-10-11-18-44-06
1.0,109.17702770316482,23.775209286928447,2018-10-11-18-44-06
1.0,109.16475948665747,23.775436281073414,2018-10-11-18-44-06
2.0,109.17652695767035,23.77545842964444,2018-10-11-18-44-06
1.0,109.15925134364547,23.77567601163609,2018-10-11-18-44-06
1.0,109.16125428072614,23.77567975650899,2018-10-11-18-44-06
1.0,109.16325724103368,23.775683521141442,2018-10-11-18-44-06
1.0,109.16350761236411,23.775683992794626,2018-10-11-18-44-06
1.0,109.165260217718,23.775687299204076,2018-10-11-18-44-06
1.0,109.17702767468603,23.775709432267316,2018-10-11-18-44-06
1.0,109.16901580504845,23.775944470008096,2018-10-11-18-44-06
1.0,109.17377287822086,23.77595343177497,2018-10-11-18-44-06
1.0,109.16075351544737,23.77617896377225,2018-10-11-18-44-06
1.0,109.16901579078802,23.776194542825372,2018-10-11-18-44-06
1.0,109.17352249362897,23.776203034940682,2018-10-11-18-44-06
1.0,109.1745239731397,23.776204911659182,2018-10-11-18-44-06
1.0,109.17602618190782,23.776207716239433,2018-10-11-18-44-06
1.0,109.17427358949432,23.776454515836136,2018-10-11-18-44-06
1.0,109.1772779968968,23.77646011498727,2018-10-11-18-44-06
1.0,109.15975201822572,23.77667723705182,2018-10-11-18-44-06
1.0,109.17026762913828,23.77669705300584,2018-10-11-18-44-06
1.0,109.17402320551929,23.7767041197415,2018-10-11-18-44-06
1.0,109.17677725232515,23.776709258906614,2018-10-11-18-44-06
1.0,109.17702761772682,23.776709723643446,2018-10-11-18-44-06
1.0,109.1730216950862,23.777202386617304,2018-10-11-18-44-06
1.0,109.17652685798232,23.777208939756747,2018-10-11-18-44-06
1.0,109.17777868257721,23.777211261071365,2018-10-11-18-44-06
1.0,109.17777865410005,23.777711407339456,2018-10-11-18-44-06
1.0,109.17978148935677,23.77871538818361,2018-10-11-18-44-06
1.0,109.18003183402978,23.77896592004637,2018-10-11-18-44-06
1.0,109.1792807412491,23.779214616557706,2018-10-11-18-44-06
1.0,109.17953110136818,23.779215076141128,2018-10-11-18-44-06
1.0,109.17953108713299,23.779465149708038,2018-10-11-18-44-06
2.0,109.17827919536423,23.78096328883612,2018-10-11-18-44-06
1.0,109.17777842626299,23.7817125857931,2018-10-11-18-44-06
1.0,109.15023799608238,23.78616267897374,2018-10-11-18-44-06
1.0,109.18804366003322,23.765976465525625,2018-10-11-18-44-06
1.0,109.18854432240478,23.76597732939945,2018-10-11-18-44-06
1.0,109.18378786090359,23.76621904574747,2018-10-11-18-44-06
1.0,109.18779331310607,23.76622610258434,2018-10-11-18-44-06
1.0,109.1867919438622,23.76672450063899,2018-10-11-18-44-06
1.0,109.17427411653921,23.76720185854592,2018-10-11-18-44-06
1.0,109.18253605521028,23.767217079922126,2018-10-11-18-44-06
1.0,109.18303675707685,23.767217981457033,2018-10-11-18-44-06
1.0,109.18328709263427,23.767468501868155,2018-10-11-18-44-06
1.0,109.18353744162414,23.767468950772642,2018-10-11-18-44-06
1.0,109.1837877898141,23.767469398911356,2018-10-11-18-44-06
1.0,109.18303672863674,23.76771812302122,2018-10-11-18-44-06
1.0,109.18353742740523,23.76771902158438,2018-10-11-18-44-06
2.0,109.1837877755958,23.767719469723023,2018-10-11-18-44-06
1.0,109.18879455259032,23.767728254276875,2018-10-11-18-44-06
1.0,109.17953174181041,23.767961825922807,2018-10-11-18-44-06
1.0,109.18378776137736,23.76796954059423,2018-10-11-18-44-06
1.0,109.18779319943675,23.768226668352753,2018-10-11-18-44-06
1.0,109.18979581785226,23.768480178781854,2018-10-11-18-44-06
1.0,109.18804348953448,23.768977314890954,2018-10-11-18-44-06
1.0,109.17953167066385,23.769212181176517,2018-10-11-18-44-06
2.0,109.190046099487,23.769230817450268,2018-10-11-18-44-06
1.0,109.1792812963395,23.7694617928191,2018-10-11-18-44-06
1.0,109.18929510924076,23.769479609515717,2018-10-11-18-44-06
1.0,109.17903092142733,23.7697114039526,2018-10-11-18-44-06
1.0,109.18829377861614,23.769727960995166,2018-10-11-18-44-06
1.0,109.18929509503421,23.769729680800996,2018-10-11-18-44-06
1.0,109.18203519388844,23.76996695705625,2018-10-11-18-44-06
1.0,109.18854409508705,23.76997846378645,2018-10-11-18-44-06
1.0,109.1900460568724,23.769981031305427,2018-10-11-18-44-06
1.0,109.18754275202346,23.770226803577202,2018-10-11-18-44-06
1.0,109.18779308575868,23.770227237926335,2018-10-11-18-44-06
1.0,109.1882937501981,23.77022810374388,2018-10-11-18-44-06
1.0,109.18854408087853,23.770228535190324,2018-10-11-18-44-06
1.0,109.18879441051696,23.770228965647288,2018-10-11-18-44-06
1.0,109.18954539306249,23.770230250972293,2018-10-11-18-44-06
1.0,109.17777906696533,23.77045930928586,2018-10-11-18-44-06
1.0,109.18779307154831,23.770477309389552,2018-10-11-18-44-06
1.0,109.18829373598886,23.770478175206954,2018-10-11-18-44-06
1.0,109.18854406666988,23.77047860665333,2018-10-11-18-44-06
1.0,109.19029635160221,23.770481598463256,2018-10-11-18-44-06
1.0,109.18904471068645,23.770729538088673,2018-10-11-18-44-06
1.0,109.18979569000344,23.770730820346866,2018-10-11-18-44-06
1.0,109.1887943678923,23.77097918021332,2018-10-11-18-44-06
1.0,109.18904469647865,23.770979609669677,2018-10-11-18-44-06
1.0,109.1895453504429,23.770980465537694,2018-10-11-18-44-06
1.0,109.19029632319237,23.77098174156551,2018-10-11-18-44-06
1.0,109.18929500979208,23.771230109754697,2018-10-11-18-44-06
1.0,109.1882936791506,23.771478461649746,2018-10-11-18-44-06
1.0,109.18904466806265,23.77147975300867,2018-10-11-18-44-06
1.0,109.18478893263912,23.771722395443557,2018-10-11-18-44-06
1.0,109.18829366494069,23.771728533407867,2018-10-11-18-44-06
1.0,109.18854399562454,23.771728964853892,2018-10-11-18-44-06
1.0,109.1887943252664,23.771729395310434,2018-10-11-18-44-06
1.0,109.17777896731874,23.772209811200494,2018-10-11-18-44-06
1.0,109.17627676225426,23.77245709619077,2018-10-11-18-44-06
1.0,109.16826482682752,23.773442325432224,2018-10-11-18-44-06
1.0,109.1790307079442,23.77346248035801,2018-10-11-18-44-06
1.0,109.17377300644739,23.773702779055117,2018-10-11-18-44-06
1.0,109.1610039835838,23.77442892425685,2018-10-11-18-44-06
1.0,109.17677738048603,23.774458604620104,2018-10-11-18-44-06
1.0,109.15975213249952,23.77467665519164,2018-10-11-18-44-06
1.0,109.17176997938512,23.774699303824136,2018-10-11-18-44-06
1.0,109.16250617146204,23.774931889557084,2018-10-11-18-44-06
1.0,109.16726324672464,23.77494086644006,2018-10-11-18-44-06
1.0,109.16776399396126,23.774941813100966,2018-10-11-18-44-06
1.0,109.17402330525036,23.774953610438505,2018-10-11-18-44-06
1.0,109.17202032296768,23.775199920383187,2018-10-11-18-44-06
1.0,109.17652697191096,23.775208357003997,2018-10-11-18-44-06
1.0,109.17702770316482,23.775209286928447,2018-10-11-18-44-06
1.0,109.16475948665747,23.775436281073414,2018-10-11-18-44-06
2.0,109.17652695767035,23.77545842964444,2018-10-11-18-44-06
1.0,109.16125428072614,23.77567975650899,2018-10-11-18-44-06
1.0,109.16325724103368,23.775683521141442,2018-10-11-18-44-06
1.0,109.16350761236411,23.775683992794626,2018-10-11-18-44-06
1.0,109.165260217718,23.775687299204076,2018-10-11-18-44-06
