count,wgs_lng,wgs_lat,time
1.0,109.1509901502077,23.766408257996776,2018-10-06-13-22-00
1.0,109.15124046470116,23.76690884610976,2018-10-06-13-22-00
1.0,109.15023904059663,23.76790734663502,2018-10-06-13-22-00
1.0,109.15073972220905,23.767908236309054,2018-10-06-13-22-00
1.0,109.15149072288786,23.768409718900426,2018-10-06-13-22-00
2.0,109.15174106775986,23.768410167373695,2018-10-06-13-22-00
1.0,109.1517410534597,23.76866023843242,2018-10-06-13-22-00
1.0,109.15199138489957,23.76891075879821,2018-10-06-13-22-00
1.0,109.1509899928908,23.769159037680794,2018-10-06-13-22-00
1.0,109.15124033599143,23.769159484568483,2018-10-06-13-22-00
1.0,109.1264626329549,23.770871495450212,2018-10-06-13-22-00
1.0,109.12696298319516,23.77162233883336,2018-10-06-13-22-00
1.0,109.12621238201247,23.771871471144127,2018-10-06-13-22-00
1.0,109.12721315422186,23.772122799484652,2018-10-06-13-22-00
1.0,109.14923667276443,23.78566075972912,2018-10-06-13-22-00
1.0,109.15023802470901,23.78566252879868,2018-10-06-13-22-00
1.0,109.1512393774678,23.785914386476897,2018-10-06-13-22-00
1.0,109.15023799608238,23.78616267897374,2018-10-06-13-22-00
1.0,109.1509901502077,23.766408257996776,2018-10-06-13-22-00
1.0,109.15124046470116,23.76690884610976,2018-10-06-13-22-00
1.0,109.15023904059663,23.76790734663502,2018-10-06-13-22-00
1.0,109.15073972220905,23.767908236309054,2018-10-06-13-22-00
1.0,109.15149072288786,23.768409718900426,2018-10-06-13-22-00
2.0,109.15174106775986,23.768410167373695,2018-10-06-13-22-00
1.0,109.1517410534597,23.76866023843242,2018-10-06-13-22-00
1.0,109.15199138489957,23.76891075879821,2018-10-06-13-22-00
1.0,109.1509899928908,23.769159037680794,2018-10-06-13-22-00
1.0,109.15124033599143,23.769159484568483,2018-10-06-13-22-00
1.0,109.1557464946126,23.771918440228575,2018-10-06-13-22-00
2.0,109.15524570946316,23.773167882019635,2018-10-06-13-22-00
1.0,109.1592513579309,23.775425938932436,2018-10-06-13-22-00
1.0,109.15900096419823,23.775925617993284,2018-10-06-13-22-00
2.0,109.1595016949914,23.775926551210205,2018-10-06-13-22-00
1.0,109.16100389789932,23.775929359950897,2018-10-06-13-22-00
1.0,109.16000241332678,23.77617755882781,2018-10-06-13-22-00
2.0,109.16025278028836,23.776178026788568,2018-10-06-13-22-00
1.0,109.16075351544737,23.77617896377225,2018-10-06-13-22-00
1.0,109.16125425216511,23.776179902089794,2018-10-06-13-22-00
1.0,109.16000238475878,23.776677704641912,2018-10-06-13-22-00
1.0,109.16000235619023,23.77717785068827,2018-10-06-13-22-00
1.0,109.14923667276443,23.78566075972912,2018-10-06-13-22-00
1.0,109.15023802470901,23.78566252879868,2018-10-06-13-22-00
1.0,109.1512393774678,23.785914386476897,2018-10-06-13-22-00
1.0,109.15023799608238,23.78616267897374,2018-10-06-13-22-00
1.0,109.1509901502077,23.766408257996776,2018-10-06-13-22-00
1.0,109.15124046470116,23.76690884610976,2018-10-06-13-22-00
1.0,109.15023904059663,23.76790734663502,2018-10-06-13-22-00
1.0,109.15073972220905,23.767908236309054,2018-10-06-13-22-00
1.0,109.15149072288786,23.768409718900426,2018-10-06-13-22-00
2.0,109.15174106775986,23.768410167373695,2018-10-06-13-22-00
1.0,109.1517410534597,23.76866023843242,2018-10-06-13-22-00
1.0,109.15199138489957,23.76891075879821,2018-10-06-13-22-00
1.0,109.1509899928908,23.769159037680794,2018-10-06-13-22-00
1.0,109.15124033599143,23.769159484568483,2018-10-06-13-22-00
1.0,109.1557464946126,23.771918440228575,2018-10-06-13-22-00
2.0,109.15524570946316,23.773167882019635,2018-10-06-13-22-00
1.0,109.16976702523073,23.774195380863546,2018-10-06-13-22-00
1.0,109.16876550277283,23.77469363364979,2018-10-06-13-22-00
2.0,109.16776399396126,23.774941813100966,2018-10-06-13-22-00
1.0,109.1592513579309,23.775425938932436,2018-10-06-13-22-00
1.0,109.15900096419823,23.775925617993284,2018-10-06-13-22-00
2.0,109.1595016949914,23.775926551210205,2018-10-06-13-22-00
1.0,109.16100389789932,23.775929359950897,2018-10-06-13-22-00
1.0,109.16175500461387,23.77593076882299,2018-10-06-13-22-00
1.0,109.16225574412674,23.775931709511813,2018-10-06-13-22-00
1.0,109.1630068556832,23.775933122458905,2018-10-06-13-22-00
1.0,109.16375796966305,23.775934537405885,2018-10-06-13-22-00
2.0,109.17001729871987,23.775946361727524,2018-10-06-13-22-00
1.0,109.16000241332678,23.77617755882781,2018-10-06-13-22-00
2.0,109.16025278028836,23.776178026788568,2018-10-06-13-22-00
1.0,109.16075351544737,23.77617896377225,2018-10-06-13-22-00
1.0,109.16125425216511,23.776179902089794,2018-10-06-13-22-00
1.0,109.16551056207486,23.776187917669358,2018-10-06-13-22-00
1.0,109.16851504359086,23.776193596473526,2018-10-06-13-22-00
1.0,109.16000238475878,23.776677704641912,2018-10-06-13-22-00
1.0,109.16000235619023,23.77717785068827,2018-10-06-13-22-00
1.0,109.17051794518451,23.777697817836195,2018-10-06-13-22-00
1.0,109.14923667276443,23.78566075972912,2018-10-06-13-22-00
1.0,109.15023802470901,23.78566252879868,2018-10-06-13-22-00
1.0,109.1512393774678,23.785914386476897,2018-10-06-13-22-00
1.0,109.15023799608238,23.78616267897374,2018-10-06-13-22-00
1.0,109.1509901502077,23.766408257996776,2018-10-06-13-22-00
